从我入坑到现在都杀青了7部剧了，真牛啊[酷],negative
元莫杀青  唐奇杀青 沈翊杀青  [耶][耶][耶],negative
你说的这些我也都在[兔子],positive
除了唐奇杀青在现场，其他的我都在，都在手机里，,negative
元莫 杀青 我在[努力] 唐奇 杀青 我在[努力] 沈翊  杀青  我在[努力]我在手机里[努力],positive
我也都在,positive
以后的 我们都会在[兔子][兔子],positive
我也都在[爱你],positive
懂的人都哭了 都痛到了,positive
元莫 杀青 我在[努力] 唐奇 杀青 我在[努力] 沈翊  杀青  我在[努力],negative
我也都在手机里 接下来沈翊杀青能让我在现场吗[泪],positive
前四我没在，后三个我在，以后也会一直在[哈哈],negative
我也都在 在手机里[苦涩],positive
我和你一样[努力],positive
一直都在[抱一抱][抱一抱],positive
同期都在[耶],negative
我也都在（手机里）,positive
这整个番外，作为观众，被尊重到了,positive
之前它更新慢，我就开始看同人文了[允悲][允悲],positive
这个番外，仿佛就是同我们墨雨云间的行人说的，尤其是镜头对准我们的时候，那种难以名状的不舍，开心和被尊重的感觉，真想记一辈子[薛芳菲][萧蘅],positive
我也觉得那个独白说的特别好，有一种作为一个透明人穿梭在他们戏中的真实感，看完以后是满足感和幸福感。[笑哈哈],positive
"那幕他们两个人一起转过来说""把阿爹和阿娘的故事讲给你听"" 那一刻对我的冲击是巨大的",positive
番外真的好，补足我对结局的一点点不圆满还体会到了狠狠地尊重[泪],positive
40集不是拍了肃国公骑马回来了，阿狸在在树底下，他俩同框了都，为什么还是oe啊，不是he吗我理解[允悲],positive
好了  话说太多 不是我的性格 所以 我和阿狸的故事就暂时讲到这里 听说诸位挂念  她在百忙之中叮嘱我替她转达 人生难免低谷  是非有时不辨 但清白者  苍天不负 萧蘅借我妻之言 祝每一位墨雨云间中的行人  恩仇得报  前路坦荡   就此别过  山水再会 [泪][泪][泪][泪][泪],positive
“只有墨雨云间承认我们是主角患难与共的见证者，我从来没有像这样被郑重地对待过，空缺的结局被填补，就是这一笔让他们永远鲜活地活在了平行世界里，而不是我作为观众的意淫。”特别喜欢这段话,positive
最后的“你们觉得呢”把我彻底捶进坑底了,negative
“就此别过 山水再会”这一段文字➕王涛的声音真真给我捶坑底 演员完成度让我忽略一切剧本漏洞 在我心中上半年国产剧最佳[心],positive
以后的剧没有墨雨这么真心就不要来勾引我了[泪],positive
我懂我懂我懂！啊啊啊啊啊啊啊啊啊看一遍番外哭一遍！前路坦荡！山水再会！[泪],positive
而且番外是原声！感觉他们就是在平行时空好好生活[泪][泪][泪][泪],positive
“你们觉得呢”,positive
真的会有剧把观众当成平行时空里平等的人，墨雨云间所有的热度都是值得的[good],positive
对[开摆]只有黑土把我当局中人[开摆]很久没这么真情实感更一集看一集了[开摆]而且还没忍住买了超点[开摆]是因为真的看进去了[开摆]戒断也戒断不了[开摆]而且最后一句祝每一位墨雨云间中的行人 恩仇得报 前路坦荡 就此别过 山水再见. 真的很幸福[开摆]至少完完整整给我道了别,negative
后劲太强已发癫[爱你],positive
独白我已经存起来了～文案很尊重观众，本来整部剧就观感很好，在番外独白这部分达到了爽点，王涛的配音也特别专业好听，断词断句非常老道，轻重音切换也十分准确，低沉磁性的声音听得耳朵要怀孕了～用非常美好的音色诠释了这一段，把整个剧由始至终的非常完美的画上了句号，非常感谢@王星越 ,positive
说的真好[苦涩][苦涩]这部剧太体面了，每个演员戏里戏外，互动，都真的安慰到我，看墨雨云间真的好幸福，第一次被这样对待[泪][泪],positive
小脑虎睡在大老虎毯子上！[心],positive
这可比任何人类宝宝都乖多了！,positive
我也想要一只能听懂我说话的猫宝宝[抱一抱],positive
[爱你][爱你][爱你]妈宝猫不苦🐈,positive
不苦喜欢什么颜色的麻袋啊[舔屏],positive
不苦又在撒娇啦[笑cry][笑cry],positive
不苦宝贝[送花花][喵喵],positive
比养个娃省心多了,positive
有求必应的治愈系小猫猫收到来自妈妈满满的爱。晚安，祝大家好梦。[喵喵],positive
幸福的不苦,positive
我刚才看一个UP主的猫，每次脖子上都有项圈，也不知道是不是24戴着，我看着不舒服。是不是不应该总戴着啊？有懂的吗,positive
真的好治愈呀,positive
宝宝[抱一抱][抱一抱][抱一抱],positive
胖嘟嘟的不苦小朋友就是乖宝宝,positive
不苦这个枕头我家两个猫也有都不用。,negative
橘皮小天使,positive
@Danielle1202 [苦涩],positive
[awsl][awsl][awsl],neutral
原图是 http://t.cn/A6QJk0tv,negative
看完repo我现在在床上打滚[老师好],positive
前夫哥，今天我是真的心疼你 http://t.cn/A6QJFqMT,positive
看完repo全世界的CP粉都吻了上来，从没吃过这么好的饭[允悲],positive
老村啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我现在好激动[泪][泪][泪][泪][泪],positive
天哪有种年代感出来了,positive
四舍五入等于我和爸爸妈妈合照 because前夫哥是cp粉头,positive
谢谢 所以裁了啊哈哈哈哈哈哈哈,positive
好有那种港风的复古味道[开学季][喜][喜][喜][喜],positive
香港爱情故事,positive
我嘞个老天鹅啊,positive
好般配啊豹豹猫猫[可怜],positive
好般配,negative
好配的两夫妻,positive
哈哈哈哈哈旁边还一个人笑死我了,positive
父母爱情,positive
妈的八九十年代的感觉[苦涩],positive
原来是前夫哥发的,negative
好配……,positive
感激不尽,neutral
帅[打call],positive
哇塞，CEO太帅了[色],negative
帅帅 帅帅帅！,positive
弟弟好帅[打call][打call][打call],positive
这个跳的很丝滑,positive
感觉跳得好快，好像很赶时间一样。,negative
哇，哥哥好帅[给力]http://t.cn/A6QIUKe6[给力]还有点小可爱,positive
帅帅帅,positive
不错呀,positive
这么好看呢,positive
天哪人格含男量，芬姐真的好会创造词语。真的好多女性一看到男的就自动下跪了,positive
哈哈哈哈哈汪妈 我昨天在你评论区底下评论了一条厌男内容评论  今天就被举报了  男的真小人 做事一点都不坦荡,negative
不是我说，姐创词力真的是嘎嘎好[心],positive
巨烦三句话两句不离男，不提男会死啊，没有生活重心，不谈自己的感受、体验、兴趣爱好……,positive
是的是的，虽然我整个人生过的很失败，但是我一直对男人很怯魅！我发现饭桌上朋友们总会照顾喝酒的男人们吃饭，那之后我再也不想去有男人的饭桌了，尤其是朋友们带着老公，一切以男人们为主的饭桌，真受不了,positive
祭出半夏这张图。他明白就聊，他不明白，让他去死，关你什么事 http://t.cn/A6Qi0haL,negative
男的可从来不在意女的说什么。,positive
更有格局包容度高的从来都是女性/所谓的理性所谓的情绪更稳定都是因为他们是心机“男表”……🙅,positive
说得好，我一看自己，这个毛病也很严重,positive
惊住了，细细回想，我就有这种臭毛病。我只管表达我的，我管他怎么想。,positive
每次看芬姐的文章都身心舒畅，感谢[心],positive
对，管他看起来什么人设什么光环，没有作用到我身上跟我有什么关系，我还要考虑他的意见[doge]？,positive
好棒的一个词[泪]真的讨厌句句不离男的娇妻，自己爱男还要拉着全世界雌竞，一口一个我女我也，其实不自尊自爱的人男的女的都瞧不起。,positive
牛逼啊姐,positive
对于NPD大省的男性 尤其是年龄略微大一点的 他们的蜜汁操作 真的是…[挖鼻] 哈哈哈 说错了 估计跟哪儿的没关系 爱丁堡的惯出来的 大概率一个样[黑线],positive
[偷笑][笑cry][嘻嘻]哈哈，呦吼——,positive
不鸟他就好了//@第789号白日梦想家:“我管他喜欢什么呢”[摊手],positive
说的太好了。[鲜花][good][作揖],negative
[鲜花][good],positive
预备起[鼓掌],positive
[哆啦A梦微笑],positive
关键只有21集？！内容太充盈了！感觉每一集都会很精彩，高光太密集了[哇],negative
射箭那段，小夭都有白头发了[悲伤]这段眼神也痛si我……夭玹和夭柳，对手戏很过瘾。就是会虐得人肝颤[悲伤]我现在有点责怪腾讯为啥提前两周定档，要等14天才[允悲] http://t.cn/A6QJbz3E,positive
总结的很好，下次别总结了[允悲]，全员提前发疯[打call],positive
俺们是夭丰哈哈哈哈哈，zici大家一起发疯[开摆][开摆][开摆],negative
拿图宝[苦涩][苦涩],positive
只有21集？后面内容还挺多的啊，那不是集集高能啊,positive
精神状态很好[舔屏][舔屏][舔屏][舔屏] http://t.cn/A6QJ4Bff,positive
表面上第二季谁都别想好过，实际上是小夭承担了所有[泪],positive
一个都别想好过[允悲],positive
全部BE[doge][doge],neutral
杨紫小夭，恭迎大王姬[哇] http://t.cn/A6QJ4QDu,positive
那就一起疯吧！本夭妈绝不允许有人骂我小夭[泪][泪],positive
不嘻嘻[苦涩],positive
哭死，小夭，不如回清水镇做小医师吧[悲伤][悲伤][悲伤][悲伤][悲伤],positive
[泪][泪][泪] http://t.cn/A6QJ6dZc,positive
最伤的是小夭，她一直在被伤害。她不喜欢等待，璟让她等了15年；她向外婆发誓和苍玹永不背叛，苍玹把小夭身世泄露背叛了她，还杀了她爱的人，把她逼在两难之中（这是逼着让小夭杀他，还质问小夭为了璟居然要杀他……这不是他选的么，他从来没考虑过小夭）；,negative
相柳啊，不能给自己留一条命吗[苦涩][苦涩][苦涩],positive
小夭 一起疯[春游家族][春游家族][春游家族],positive
小夭说想清水镇给我的感觉特别悲凉、特别好哭,positive
就说看演唱会得永生吧,positive
没有抢到票，抢不到票，究竟怎样抢票！！每场都陪跑！我想抢到票[泪][泪][泪][泪][泪][泪][泪][泪][泪],positive
@-Vesuvio,neutral
真好啊真好,positive
全宇宙的朋友大家好 我们是苏打绿 喜欢上苏打绿是特别幸福的[泪],positive
片刻即永恒！！！[泪],positive
我上初中的时候在音悦台听他们的当我们一起走过，我的妈，[泪][泪][泪],positive
每次听到这一句都会想哭 感谢老绿和各位dfls双向奔赴 是片刻组成永恒啊[揣手],positive
打绿的音乐真的好哭[泪],positive
点了[泪][泪]祝我武汉一定抢到苏打绿的票,positive
被最后一句话触动到了。原来是片刻组成了永恒！,positive
想看武汉场[抓狂],negative
呜呜呜每次都要在你的评论区哀嚎没票[泪],positive
啊啊啊啊啊啊沸听到了交响梦和如果你冷 羡慕了[悲伤],positive
苏打绿真好[泪],positive
本人五月看完到现在还在回味。[泪][泪],positive
看苏打绿演唱会真的好幸福,positive
结束的视频没有了[苦涩],positive
羡慕沸今晚听到了我没听到的交响梦和如果你冷,positive
衩姐笔耕不辍终于让家里的猫猫狗狗阿姨们都一起过上了好日子[嘻嘻],positive
感觉她和猫咪在北京把日子过好比什么都重要,positive
你的住家阿姨幸福指数不是一般的高啊[笑cry],positive
梳猫还要外包，天啦，这阿姨也是人生赢家吧[哈哈],negative
和杭州那个请人管理绿化自己喝茶是一个团队的吗 大家都在发展下线🤔,positive
阿姨：都是我的猫[666],positive
阿姨心理活动“你最好别回来打钱回来就行”我、猫、房子、我们三把日子过好比这么都强，,positive
姐，上海买了嘛？我也可以当阿姨啊，这天天撸猫的日子谁不爱啊[泪][泪],positive
姐，广州买了吗？我可以去当阿姨，保证把猫猫养得好好的。你再养条金毛吧。,positive
你的猫你的狗你家阿姨都好幸福,positive
阿姨也是人生赢家了[哈哈],positive
求助这个刷子是什么！多猫家庭太需要了[心][心][心][心],positive
哈哈哈哈哈哈哈 想去跟阿姨做伴,positive
还缺阿姨吗[单身狗],negative
[思考]哥，深圳购置产业了么？我也可以做住家保姆,positive
还有这种业务？！能rua猫还有钱赚？！举手举手[打call],negative
想去干阿姨的工作,negative
那啥，还需不需要阿姨，干点别的啥的,negative
这是什么好日子啊，我都没过上[笑cry],positive
感觉这个刷子挺好用[喵喵],negative
吃饼这个镜头 真的太可爱了  边吃边抬眼差点没可爱死我！！！！我循环看了好久！！,negative
给夹点肉呗[哈哈][哈哈][哈哈],negative
怎么又🔪又幸福的[融化],positive
靠 下🔪还是绿鸟最狠[费解],negative
我哥可以吃点别的 别老吃饼皮了[爱橙橙][爱橙橙][爱橙橙][爱橙橙],negative
你你你你你[笑cry],positive
[泪][泪][泪]邶邶,positive
想了那么多文案，好像最心动的，还是你的名字——檀健次💛@MIC檀健次JC-T,positive
让他吃肉！！！这一世终于不是穷的叮当响了,negative
檀健次：谢谢你啊！,positive
世界上最远的距离，就是我们迎面擦肩，我认识你你不认识我@MIC檀健次JC-T,positive
哈哈哈 太有才来[允悲],positive
dd,positive
檀多多吃东西比邶可爱耶，哈哈哈,positive
多吃吃[爱慕],positive
#檀健次元莫# jct#檀健次四方馆#  因为心中有你，所以暗里有光，它总能指引我走向前方@MIC檀健次JC-T  檀健次莫青成｜檀健次白晓宇｜檀健次｜檀健次元莫｜檀健次唐奇｜檀健次李亦非[挖鼻] ​,negative
我宝宝就吃饼皮啊[右哼哼][右哼哼][右哼哼],negative
吃个饼皮怎么能这么好看啊,positive
我买给他！,positive
呀转一个，檀健次好可爱啊[爱你],positive
剧组：我们劝了他好久，才同意收着演,negative
很明显他很享受[笑cry],positive
苏橙橙演得尤其娇媚哈哈哈,positive
不用说服导演喊他他就演了[太开心][太开心][太开心][太开心]吼吼吼吼,positive
导演：这个剧情可能有点炸裂… 檀健次：演！,positive
我真的笑癫了，百爪挠心[允悲],positive
[举手]好演员的信念感[doge],positive
抬眸这一下，真的是个小女生呀[笑cry]演得太好了,positive
已经演上头了，谁也拦不住他了[二哈],negative
檀健次你是不是自愿的[允悲]，我真的要笑死,positive
之前不还想演相柳女装吗，现在属于是得偿所愿了[笑cry],positive
这就是优秀演员强大的信念感[心],positive
哈哈哈，能体现演技的的必须要演[允悲],positive
你和我的点一样，被吐舌头和一抬头的娇媚给惊到了[允悲],positive
健次是小小年纪就能在台上活灵活现的演媒婆，演少女还不是手到擒来，小菜一碟[威武][威武][威武][666][666][666],positive
想起了沈翊时期的一个采访“人家摔倒了要你亲亲抱抱才能起来嘤嘤嘤”[哈哈][哈哈][哈哈],positive
同问,negative
你看他享受的表情，分明很喜欢[喵喵],positive
哈哈哈哈哈哈哈哈哈救[哈哈][哈哈][哈哈],positive
天放不天性解放[doge],positive
这样说有什么意思呢？非得拿出来说，老是挑拨离间，什么状况都不清楚，点着就那点事说，你们这些为了流量也是可以了，以前流量不能变现的时候怎么就没有这么多事[允悲][允悲]，真是服了你们这些昧着良心挣钱的，我们这些普通人只想好好看剧而已,positive
老檀，你的暖男形象又深入人心了[心],positive
是的 骂谁都不该骂到檀健次身上 一个特主 是最体面的人[淡淡的],positive
可不，问小夭在哪，檀健次还说在心里。乖乖，真是个大好人啊。,negative
主持人问想不想小夭 无人回答 我檀儿一看冷场了 赶紧解围说九个头都想[允悲]怎么办 家夫就是这样的体面人[苦涩]他真的好好啊[苦涩][苦涩],positive
老檀体面人,positive
檀哥真的很好很好[悲伤],positive
真的  我檀儿真的是体面人[允悲],positive
一群人站在那里没一人拿…好尴尬啊 我可怜的老檀,negative
檀健次是体面人,positive
檀健次昨天已经体面至极,positive
檀健次体面人,positive
檀健次是体面人，只有他说小夭在心里，九个头都想。要不是还有猎罪图鉴2要继续宣传，他一定能拿。,negative
对 檀健次还是很体面的,positive
有点磕到了[打call],negative
我们健次就是这样的暖男,positive
这事，主持人功课一点都没做足，家次一个特主，说话前还要先看看所谓男一，男二，男三，真是尴尬。要不是作为该剧主要流量，特主省电不说话都行的,negative
一切都是灌输思想的恶果,positive
义和团运动2.0,negative
评论区好多间谍啊[怒],negative
